Artifact Id,Example,Example Source,Example Description
d3f:Command,Forfiles,dbpedia,"forfiles is a computer software utility for Microsoft Windows, which selects files and runs a command on them. File selection criteria include name and last modified date. The command specifier supports some special syntax options. It can be used directly on the command-line, or in batch files or other scripts. The forfiles command was originally provided as an add-on, in the Windows 98, Windows NT and Windows 2000 Resource Kits. It became a standard utility with Windows Vista, as part of the new management features."
d3f:Command,Getopts  getopts  1,dbpedia,"Getopts is a built-in command in Bash that allows for the parsing of command-line options and arguments in a standardized way. It is used to define expected options for scripts and retrieve the values passed with these options, resulting in a more user-friendly and robust script experience. Getopts is particularly useful for managing short, single-character options and their associated arguments. It is a built-in utility in POSIX-compliant shells, such as Bash, and provides an easy interface for defining options and arguments in scripts. Overall, getopts enhances the flexibility and user-friendliness of shell scripts by allowing users to customize the script's behavior through command-line options."
d3f:Command,Par (command),dbpedia,"The computer program par is a text formatting utility for Unix and Unix-like operating systems, written by Adam M. Costello as a replacement for the fmt command. Par reformats paragraphs of text to fit into a given line length optimally, keeping prefixes and suffixes intact, which is useful for formatting source code comments. It also understands the conventions commonly used for quoting in email replies, and is capable of intelligently reformatting these several levels deep while rewrapping the text they quote."
d3f:Command,Find (Windows),dbpedia,"In computing, find is a command in the command-line interpreters (shells) of a number of operating systems. It is used to search for a specific text string in a file or files. The command sends the specified lines to the standard output device."
d3f:Command,Powercfg,dbpedia,"powercfg (executable name <b>powercfg.exe</b>) is a command-line utility that is used from an elevated Windows Command Prompt to control all configurable power system settings, including hardware-specific configurations that are not configurable through the Control Panel, on a per-user basis. It was first introduced by Microsoft in Windows XP SP2 in 2004."
d3f:Command,Read (Unix),dbpedia,"<b>read</b> is a command found on Unix and Unix-like operating systems such as Linux. It reads a line of input from standard input or a file passed as an argument to its -u flag, and assigns it to a variable. In Unix shells, like Bash, it is present as a shell built in function, and not as a separate executable file."
d3f:Command,Grep,dbpedia,"grep is a command-line utility for searching plain-text data sets for lines that match a regular expression. Its name comes from the ed command g/re/p (globally search for a regular expression and print matching lines), which has the same effect. grep was originally developed for the Unix operating system, but later available for all Unix-like systems and some others such as OS-9."
d3f:Command,Find (Unix),dbpedia,"In Unix-like and some other operating systems, <b>find</b> is a command-line utility that locates files based on some user-specified criteria and either prints the pathname of each matched object or, if another action is requested, performs that action on each matched object. It initiates a search from a desired starting location and then recursively traverses the nodes (directories) of a hierarchical structure (typically a tree). find can traverse and search through different file systems of partitions belonging to one or more storage devices mounted under the starting directory."
d3f:Command,W32tm,dbpedia,"In computing, w32tm is a command-line tool of Microsoft Windows operating systems used to diagnose problems occurring with time setting or to troubleshoot any problems that might occur during or after the configuration of the Windows Time service. It was introduced as a standard feature of Windows XP. The command can be used to convert an NTTE or NTP formatted date into a readable format."
d3f:Command,Mktemp,dbpedia,"mktemp is a command available in many Unix-like operating systems that creates a temporary file or directory. Originally released in 1997 as part of OpenBSD 2.1, a separate implementation exists as a part of GNU Coreutils. There used to be a similar named C library function, which is now deprecated for being unsafe, and has safer alternatives."
d3f:Command,DriveSpace,dbpedia,"DriveSpace (initially known as DoubleSpace) is a disk compression utility supplied with MS-DOS starting from version 6.0 in 1993 and ending in 2000 with the release of Windows Me. The purpose of DriveSpace is to increase the amount of data the user could store on disks by transparently compressing and decompressing data on-the-fly. It is primarily intended for use with hard drives, but use for floppy disks is also supported. This feature was removed in Windows XP and later."
d3f:Command,Windows Management Instrumentation  wmic  1,dbpedia,"Windows Management Instrumentation Command-line (WMIC) is a command-line tool that allows users to interact with Windows Management Instrumentation (WMI) from the command prompt. WMI is a subsystem of PowerShell that provides administrators with access to powerful system monitoring tools. However, starting from January 29, 2024, the WMIC feature will be ""disabled by default"" on the insider build of Windows 11. If applications are dependent on WMIC, it is recommended to migrate away from it. WMIC can be used by antivirus and security software to monitor system events, scan for malware, and manage security settings. It can also be used to uninstall software by following specific steps in the command prompt or PowerShell as an administrator."
d3f:Command,Diff3,dbpedia,"diff3 is a Unix utility to compare three files and show any differences among them. diff3 can also merge files, implementing a three-way merge."
d3f:Command,Windows Remote Management  winrs  1,dbpedia,"Windows Remote Management (winrs) is a command-line tool that allows users to manage and execute programs remotely. It is a Windows-native built-in remote management protocol that uses Simple Object Access Protocol to interface with remote computers, servers, operating systems, and applications. WinRM is used for tasks such as remotely managing computers through Server Manager, PowerShell Remoting, and Windows Admin Center. It is an implementation of the WS-Management Protocol and can be manually enabled in Windows. It is recommended to use PowerShell Remoting instead of winrs calls via powershell.exe for executing remote commands. PowerShell Remoting uses WinRM to run PowerShell commands on remote computers."
d3f:Command,Nm (Unix),dbpedia,"<b>nm</b> (name mangling) is a Unix command used to dump the symbol table and their attributes from a binary executable file (including libraries, compiled object modules, shared-object files, and standalone executables). The output from nm distinguishes between various symbol types. For example, it differentiates between a function that is supplied by an object module and a function that is required by it. nm is used as an aid for debugging, to help resolve problems arising from name conflicts and C++ name mangling, and to validate other parts of the toolchain."
d3f:Command,Type (Unix),dbpedia,"In Unix and Unix-like operating systems, type is a command that describes how its arguments would be interpreted if used as command names."
d3f:Command,Nl (Unix),dbpedia,"nl is a Unix utility for numbering lines, either from a file or from standard input, reproducing output on standard output."
d3f:Command,Yacc,dbpedia,"Yacc (Yet Another Compiler-Compiler) is a computer program for the Unix operating system developed by Stephen C. Johnson. It is a Look Ahead Left-to-Right Rightmost Derivation (LALR) parser generator, generating a LALR parser (the part of a compiler that tries to make syntactic sense of the source code) based on a formal grammar, written in a notation similar to Backus–Naur Form (BNF). Yacc is supplied as a standard utility on BSD and AT&T Unix. GNU-based Linux distributions include Bison, a forward-compatible Yacc replacement."
d3f:Command,Apropos (Unix),dbpedia,"In computing, apropos is a command to search the man page files in Unix and Unix-like operating systems. Apropos takes its name from the French ""à propos"" (Latin ""ad prōpositum"") which means about. It is particularly useful when searching for commands without knowing their exact names."
d3f:Command,Tail (Unix),dbpedia,"tail is a program available on Unix, Unix-like systems, FreeDOS and MSX-DOS used to display the tail end of a text file or piped data."
d3f:Command,Shadow Copy  diskshadow  1,dbpedia,"Shadow Copy is a technology included in Microsoft Windows that allows users to create backup snapshots or copies of computer volumes/files, even while they are in use. It requires the file system type of NTFS and can be used to generate shadow copies of shared folders on file servers or Windows client OS at regular intervals. This feature is useful for retrieving and restoring accidentally deleted files from the shadow copy backup. The Vssadmin command is used to manage and create shadow copies."
d3f:Command,Chmod,dbpedia,"In Unix and Unix-like operating systems, chmod is the command and system call used to change the access permissions and the flags (the setuid, setgid, and sticky flags) of file system objects (files and directories). Collectively these were originally called its modes, and the name chmod was chosen as an abbreviation of change mode."
d3f:Command,Mount (Unix),dbpedia,"In computing, mount is a command in various operating systems. Before a user can access a file on a Unix-like machine, the file system on the device which contains the file needs to be mounted with the mount command. Frequently mount is used for SD card, USB storage, DVD and other removable storage devices. The command is also available in the EFI shell."
d3f:Command,Secure copy protocol,dbpedia,"Secure copy protocol (SCP) is a means of securely transferring computer files between a local host and a remote host or between two remote hosts. It is based on the Secure Shell (SSH) protocol. ""SCP"" commonly refers to both the Secure Copy Protocol and the program itself. According to OpenSSH developers in April 2019, SCP is outdated, inflexible and not readily fixed; they recommend the use of more modern protocols like SFTP and rsync for file transfer. As of OpenSSH version 9.0, scp client therefore uses SFTP for file transfers by default instead of the legacy SCP/RCP protocol."
d3f:Command,Which (command),dbpedia,"In computing, which is a command for various operating systems used to identify the location of executables. The command is available in Unix and Unix-like systems, the AROS shell, for FreeDOS and for Microsoft Windows. The functionality of the which command is similar to some implementations of the type command. POSIX specifies a command named command that also covers this functionality."
d3f:Command,Comm,dbpedia,The comm command in the Unix family of computer operating systems is a utility that is used to compare two files for common and distinct lines. comm is specified in the POSIX standard. It has been widely available on Unix-like operating systems since the mid to late 1980s.
d3f:Command,Cal (command),dbpedia,"cal is a command-line utility on a number of computer operating systems including Unix, Plan 9, Inferno and Unix-like operating systems such as Linux that prints an ASCII calendar of the given month or year. If the user does not specify any command-line options, cal will print a calendar of the current month. The command is a standard program on Unix and specified in the Single UNIX Specification."
d3f:Command,Windows Preinstallation Environment  REAgentC  1,dbpedia,"Windows Preinstallation Environment REAgentC 1 (Command) is a command used to enable or disable the local copy of the Windows Recovery Environment (Windows RE). It can be used from the running operating system or from the Windows Preinstallation Environment using the optional /osguid parameter. This command is used to apply updates to a running PC, check the WinRE image version, and extend the Windows RE partition. It is also used to confirm if WinRE has been disabled or locate the Windows RE. In Windows 11, it can be accessed by selecting Restart Now while holding down the Shift key or through the Context Menu of Start by selecting Shut down or log."
d3f:Command,Device Manager  driverquery  1,dbpedia,"Device Manager driverquery 1 is a command that can be entered in the Command Prompt to view a list of drivers installed on a Windows computer. This command is a powerful tool that can be used to troubleshoot driver-related issues and obtain detailed information about the drivers, including version information. It can also be used to connect to a remote system and specify the type of output to display. Additionally, there is a PowerShell method called Get-WindowsDriver that can be used to create a list of installed drivers. To access the Device Manager and view the installed drivers, users can open the Device Manager from the Windows search, click on the View menu, and select the Devices by Driver option."
d3f:Command,Shuf,dbpedia,shuf is a command-line utility included in the textutils package of GNU Core Utilities for creating a standard output consisting of random permutations of the input. The version of shuf bundled in GNU coreutils was written by Paul Eggert. It is not a part of POSIX.
d3f:Command,Diskpart,dbpedia,"In computing, diskpart is a command-line disk partitioning utility included in Windows 2000 and later Microsoft operating systems, replacing its predecessor, fdisk. The command is also available in ReactOS."
d3f:Command,Time (Unix),dbpedia,"In computing, <b>time</b> is a command in Unix and Unix-like operating systems. It is used to determine the duration of execution of a particular command."
d3f:Command,Tar (computing),dbpedia,"In computing, tar is a computer software utility for collecting many files into one archive file, often referred to as a tarball, for distribution or backup purposes. The name is derived from ""tape archive"", as it was originally developed to write data to sequential I/O devices with no file system of their own. The archive data sets created by tar contain various file system parameters, such as name, timestamps, ownership, file-access permissions, and directory organization. POSIX abandoned tar in favor of pax, yet tar sees continued widespread use."
d3f:Command,Shadow Copy  vssadmin  1,dbpedia,"Shadow Copy Vssadmin 1 is a command in the Volume Shadow Copy Service (VSS) that allows users to manage shadow copies on a specified volume. It provides various options such as deleting the oldest or all shadow copies, deleting a specific shadow copy by its ID, and running the command quietly without displaying messages. The command also provides additional steps and examples for deleting shadow copies, including exporting and removing entries, and restarting the Volume Shadow Copy Service. Vssadmin is a powerful and versatile tool available in all versions of Windows since Windows XP, offering benefits such as managing VSS, creating, deleting, and listing shadow copies, and setting the maximum size of the shadow storage area."
d3f:Command,Ln (Unix),dbpedia,"The ln command is a standard Unix command utility used to create a hard link or a symbolic link (symlink) to an existing file or directory. The use of a hard link allows multiple filenames to be associated with the same file since a hard link points to the inode of a given file, the data of which is stored on disk. On the other hand, symbolic links are special files that refer to other files by name."
d3f:Command,Pr (Unix),dbpedia,"pr is a command on various operating systems that is used to paginate or columnate computer files for printing. It can also be used to compare two files side by side, as an alternative to diff. It is a required program in a POSIX-compliant environment and has been implemented by GNU as part of the GNU Core Utilities. The command is available as a separate package for Microsoft Windows as part of the UnxUtils collection of native Win32 ports of common GNU Unix-like utilities. It is also available in the OS-9 shell. The pr command has also been ported to the IBM i operating system."
d3f:Command,Head (Unix),dbpedia,head is a program on Unix and Unix-like operating systems used to display the beginning of a text file or piped data.
d3f:Command,Tasklist,dbpedia,"In computing, tasklist is a command available in Microsoft Windows and in the AROS shell. It is equivalent to the <a href=""/wiki/Ps_(Unix)"" title=""Ps (Unix)"">ps</a> command in Unix and Unix-like operating systems and can also be compared with the Windows task manager (taskmgr). Windows NT 4.0, the Windows 98 Resource Kit, the Windows 2000 Support Tools, and ReactOS include the similar tlist command. Additionally, Microsoft provides the similar PsList command as part of Windows Sysinternals."
d3f:Command,Eqn (software),dbpedia,"Part of the troff suite of Unix document layout tools, eqn is a preprocessor that formats equations for printing. A similar program, neqn, accepted the same input as eqn, but produced output tuned to look better in nroff. The eqn program was created in 1974 by Brian Kernighan and Lorinda Cherry.It was implemented using yacc compiler-compiler."
d3f:Command,Tsort,dbpedia,"The tsort program is a command line utility on Unix and Unix-like platforms, that performs a topological sort on its input. As of 2017, it is part of the POSIX.1 standard."
d3f:Command,File Compare,dbpedia,"In computing, fc (File Compare) is a command-line program in DOS, IBM OS/2 and Microsoft Windows operating systems, that compares multiple files and outputs the differences between them. It is similar to the Unix commands <a href=""/wiki/Comm"" title=""Comm"">comm</a>, <a href=""/wiki/Cmp_(Unix)"" title=""Cmp (Unix)"">cmp</a> and <a href=""/wiki/Diff"" title=""Diff"">diff</a>."
d3f:Command,Kill (command),dbpedia,"In computing, kill is a command that is used in several popular operating systems to send signals to running processes."
d3f:Command,Yes (Unix),dbpedia,"yes is a command on Unix and Unix-like operating systems, which outputs an affirmative response, or a user-defined string of text, continuously until killed."
d3f:Command,Cut (Unix),dbpedia,"In computing, <b>cut</b> is a command line utility on Unix and Unix-like operating systems which is used to extract sections from each line of input — usually from a file. It is currently part of the GNU coreutils package and the BSD Base System."
d3f:Command,Unexpand,dbpedia,"unexpand is a command in Unix and Unix-like operating systems. It is used to convert groups of space characters into tab characters. For example: $ echo "" asdf sdf"" | unexpand | od -c0000000 	 	 a s d f s d f 
0000014$ echo "" asdf sdf"" | od -c00000000000020 a s d f s d f 
0000032"
d3f:Command,More (command),dbpedia,"In computing, more is a command to view (but not modify) the contents of a text file one screen at a time.It is available on Unix and Unix-like systems, DOS, Digital Research FlexOS, IBM/Toshiba 4690 OS, IBM OS/2, Microsoft Windows and ReactOS. Programs of this sort are called pagers. more is a very basic pager, originally allowing only forward navigation through a file, though newer implementations do allow for limited backward movement."
d3f:Command,XCOPY,dbpedia,"In computing, XCOPY is a command used on IBM PC DOS, MS-DOS, IBM OS/2, Microsoft Windows, FreeDOS, ReactOS, and related operating systems for copying multiple files or entire directory trees from one directory to another and for copying files across a network."
d3f:Command,Hash (Unix),dbpedia,hash is a command on Unix and Unix-like operating systems that prints the location information for the commands found. The hash command has also been ported to the IBM i operating system.
d3f:Command,Ssh-agent,dbpedia,"Secure Shell (SSH) is a protocol allowing secure remote login to a computer on a network using public-key cryptography. SSH client programs (such as ssh from OpenSSH) typically run for the duration of a remote login session and are configured to look for the user's private key in a file in the user's home directory (e.g., .ssh/id_rsa). For added security (for instance, against an attacker that can read any file on the local filesystem), it is common to store the private key in an encrypted form, where the encryption key is computed from a passphrase that the user has memorized. Because typing the passphrase can be tedious, many users would prefer to enter it just once per local login session. The most secure place to store the unencrypted key is in program memory, and in Unix-like operatin"
d3f:Command,Pax (command),dbpedia,"pax is an archiving utility available for various operating systems and defined since 1995. Rather than sort out the incompatible options that have crept up between <a href=""/wiki/Tar_(computing)"" title=""Tar (computing)"">tar</a> and <a href=""/wiki/Cpio"" title=""Cpio"">cpio</a>, along with their implementations across various versions of Unix, the IEEE designed new archive utility pax that could support various archive formats with useful options from both archivers. The pax command is available on Unix and Unix-like operating systems and on IBM i, Microsoft Windows NT, and Windows 2000."
d3f:Command,Comp (command),dbpedia,"In computing, comp is a command used on DEC OS/8, DOS, DR FlexOS, IBM OS/2, Microsoft Windows and related computer operating systems such as ReactOS. It is used to perform comparisons of multiple computer files to show the differences between them."
d3f:Command,DELTREE,dbpedia,"In computing, DELTREE (short for delete tree) is a command line command in some Microsoft operating systems, SpartaDOS X and FreeDOS that recursively deletes an entire subdirectory of files."
d3f:Command,Chgrp,dbpedia,"The chgrp (from change group) command may be used by unprivileged users on various operating systems to change the group associated with a file system object (such as a computer file, directory, or link) to one of which they are a member. A file system object has 3 sets of access permissions, one set for the owner, one set for the group and one set for others. Changing the group of an object could be used to change which users can write to a file."
d3f:Command,Unix2dos,dbpedia,"unix2dos (sometimes named todos or u2d) is a tool to convert line breaks in a text file from Unix format (Line feed) to DOS format (carriage return + Line feed) and vice versa. When invoked as unix2dos the program will convert a Unix text file to DOS format, when invoked as dos2unix it will convert a DOS text file to UNIX format."
d3f:Command,Locate (Unix),dbpedia,"locate is a Unix utility which serves to find files on filesystems. It searches through a prebuilt database of files generated by the updatedb command or by a daemon and compressed using incremental encoding. It operates significantly faster than <a href=""/wiki/Find_(Unix)"" title=""Find (Unix)"">find</a>, but requires regular updating of the database. This sacrifices overall efficiency (because of the regular interrogation of filesystems even when no user needs information) and absolute accuracy (since the database does not update in real time) for significant speed improvements, particularly on very large filesystems."
d3f:Command,Route (command),dbpedia,"In computing, <b>route</b> is a command used to view and manipulate the IP routing table in Unix-like and Microsoft Windows operating systems and also in IBM OS/2 and ReactOS. Manual manipulation of the routing table is characteristic of static routing."
d3f:Command,Advanced Debugger,dbpedia,"The advanced debugger adb is the standard UNIX debugger found on Solaris 1 and 2, HP-UX, SCO and Venix. It is the successor of a debugger called db."
d3f:Command,Umask,dbpedia,"In computing, umask is a command that determines the settings of a mask that controls how file permissions are set for newly created files. It may also affect how the file permissions are changed explicitly. umask is also a function that sets the mask, or it may refer to the mask itself, which is formally known as the file mode creation mask. The mask is a grouping of bits, each of which restricts how its corresponding permission is set for newly created files. The bits in the mask may be changed by invoking the umask command."
d3f:Command,Shutdown (computing),dbpedia,"To shut down or power off a computer is to remove power from a computer's main components in a controlled way. After a computer is shut down, main components such as CPUs, RAM modules and hard disk drives are powered down, although some internal components, such as an internal clock, may retain power."
d3f:Command,Iconv,dbpedia,"In Unix and Unix-like operating systems, iconv (an abbreviation of internationalization conversion) is a command-line program and a standardized application programming interface (API) used to convert between different character encodings. ""It can convert from any of these encodings to any other, through Unicode conversion."""
d3f:Command,"Event Viewer  eventquery.vbs, eventcreate, eventtriggers  1",dbpedia,"Event Viewer is an application on Windows 11 that collects system and app event logs for monitoring and troubleshooting purposes. It provides a user-friendly interface to view events, errors, and important information about the operating system. Eventquery is a tool used to query event logs for specific events or properties, allowing users to filter information based on event type, user, or category. Eventtriggers is another tool that is used to configure or display event triggers."
d3f:Command,Tty (Unix),dbpedia,"In computing, tty is a command in Unix and Unix-like operating systems to print the file name of the terminal connected to standard input. tty stands for TeleTYpewriter."
d3f:Command,Strings (Unix)  strings  1,dbpedia,"The 'strings' command in Unix is used to extract printable strings from binary or non-text files. It scans the files to search for sequences of readable characters, allowing users to examine executable files and libraries to fetch readable function and variable names, error messages, and embedded strings. The command is typically pre-installed on most Linux distributions, but can be installed via the binutils package if necessary. The 'strings' command has options such as -a to scan the whole file and -f to print the file names before each text line."
d3f:Command,BitLocker  manage-bde  1,dbpedia,"BitLocker manage-bde is a command-line utility that allows users to perform various tasks related to BitLocker drive encryption. It can be used for automated deployments and scripting scenarios, providing the ability to configure BitLocker, report status, and manage protectors that safeguard the encryption key. The utility also includes features for encryption, decryption, key management, and BitLocker recovery, which allows access to a locked drive to be restored. Overall, BitLocker manage-bde provides a comprehensive set of tools for managing BitLocker encryption on Windows operating systems."
d3f:Command,Su (Unix),dbpedia,"The Unix command su, which stands for 'substitute user' (or historically 'superuser'), is used by a computer user to execute commands with the privileges of another user account. When executed it invokes a shell without changing the current working directory or the user environment. When the command is used without specifying the new user id as a command line argument, it defaults to using the superuser account (user id 0) of the system."
d3f:Command,Convert (command),dbpedia,"(This article is about the Windows NT command. For the ImageMagick command for converting images, see ImageMagick.) In computing, convert is a command-line utility included in the Windows NT operating system line. It is used to convert volumes using the FAT file systems to NTFS."
d3f:Command,Pwd,dbpedia,"In Unix-like and some other operating systems, the <b>pwd</b> command (print working directory) writes the full pathname of the current working directory to the standard output."
d3f:Database,TOra,dbpedia,"TOra (Toolkit for Oracle) is a free software database development and administration GUI, available under the GNU General Public License. It features a PL/SQL debugger, an SQL worksheet with syntax highlighting, a database browser and a comprehensive set of database administration tools. In addition to Oracle Database support, support for MySQL, PostgreSQL and Teradata databases has been added since the initial launch. It uses the Qt, and can use the qScintilla2 library. The Oracle connector uses the Oracle Template Library. QT4 conversion took place in 2009 with version 1.4."
d3f:Database,Gizzard (Scala framework),dbpedia,"Gizzard is an open source sharding framework to create custom fault-tolerant, distributed databases. It was initially used by Twitter and emerged from a wide variety of data storage problems. Gizzard operates as a middleware networking service that runs on the Java Virtual Machine. It manages partitioning data across arbitrary backend datastores, that allows it to be accessed efficiently. The partitioning rules are stored in a forwarding table that maps key ranges to partitions. Each partition manages its own replication through a declarative replication tree. Gizzard handles both physical and logical shards. Physical shards point to a physical database backend whereas logical shards are trees of other shards. In addition Gizzard also supports migrations and gracefully handles failures. Th"
d3f:Database,Microsoft Data Access Components,dbpedia,"Microsoft Data Access Components (MDAC; also known as Windows DAC) is a framework of interrelated Microsoft technologies that allows programmers a uniform and comprehensive way of developing applications that can access almost any data store. Its components include: ActiveX Data Objects (ADO), OLE DB, and Open Database Connectivity (ODBC). There have been several deprecated components as well, such as the Jet Database Engine, MSDASQL (the OLE DB provider for ODBC), and Remote Data Services (RDS). Some components have also become obsolete, such as the former Data Access Objects API and Remote Data Objects."
d3f:Database,IBM Information Management System,dbpedia,The IBM Information Management System (IMS) is a joint hierarchical database and information management system that supports transaction processing.
d3f:Database,TokuMX,dbpedia,"TokuMX is an open-source distribution of MongoDB which, among other things, replaces the default B-tree data structure found in the basic MongoDB distribution with a fractal tree index. It is a drop-in replacement for MongoDB (applications will run ""as is"") that offers the scalability and performance improvements associated with fractal tree indexing. It also adds support for document-level locking, transaction support with ACID and MVCC, and replication optimization; it does not support full-text search."
d3f:Database,Ontotext GraphDB,dbpedia,"Ontotext GraphDB (previously known as BigOWLIM) is a graph database and knowledge discovery tool compliant with RDF and SPARQL and available as a high-availability cluster. Ontotext GraphDB is used in various European research projects. As of April 2021, Graph DB is ranked as the 4th most -popular RDF store and 6th most-popular Graph DBMS system. Some categorize it as a NoSQL database. In 2014 Ontotext acquired the trademark ""GraphDB"" from Sones. As for a typical graph DB, ontologies are an important input for the databases. The underlying idea is a semantic repository."
d3f:Database,DBOMP,dbpedia,"DBOMP (Database Organization and Maintenance Processor) was an early hierarchical database system from IBM for DOS. DBOMP was introduced in the late 1960s as a successor to IBM's ""Bill of Materials Processor"" called BOMP, introduced in 1965 when DOS became available. There is some disagreement as to whether DBOMP should be called a hierarchical or a network database. This was a marketing competition between IBM and competitive offerings: network had become popular, and BOMP and DBOMP did have network characteristics, but these were limited."
d3f:Database,ScopeArchiv,dbpedia,"scopeArchiv is an archive information program that covers the hybrid records management as well as the digital preservation. scopeArchiv covers the archival work process from accession to usage for public and private archives. It allows the OAIS conform and ISO 20652 based transfer of digital data to the archive. The software follows the international standards ISAD(G), ISAAR(CPF), ISDIAH, ISDF and the metadata standards EAD, Dublin Core and PREMIS. It is available in English, German and French."
d3f:Database,LucidDB,dbpedia,"LucidDB is an open-source database purpose-built to power data warehouses, OLAP servers and business intelligence systems. According to the product website, its architecture is based on column-store, bitmap indexing, hash join/aggregation, and page-level multiversioning."
d3f:Database,GT.M,dbpedia,"GT.M is a high-throughput key-value database engine optimized for transaction processing. (It is a type also referred to as ""schema-less"", ""schema-free"", or ""NoSQL"".) GT.M is also an application development platform and a compiler for the ISO standard M language, also known as MUMPS."
d3f:Database,GNOME-DB,dbpedia,"GNOME-DB is a database application by the GNOME community. The project aims to provide a free unified data access architecture to the GNOME project for all Unix platforms. GNOME-DB is useful for any application that accesses persistent data (not only databases, but data), since it now contains a data management API. Support for GObject Introspection and Vala. Starting with the 4.2 series, GNOME-DB corresponds to the libgda library."
d3f:Database,Sones GraphDB,dbpedia,"Sones GraphDB was a graph database developed by the German company sones GmbH, available from 2010 to 2012. Its last version was released in May 2011. sones GmbH, which was based in Erfurt and Leipzig, was declared bankrupt on January 1, 2012. GraphDB was unique in that its design based on weighted graphs. The open source edition was released in July 2010. The commercially available enterprise version offered a wider variety of functions. GraphDB was developed in the programming language C# and ran on Microsoft's .NET Framework and on the open source reimplementation Mono."
d3f:Database,DVD Profiler,dbpedia,"DVD Profiler is a program that allows users to catalogue their DVD collections. The program was created by Ken Cole at InterVocative Software. Although it can be used for free (with free registration), it can be upgraded to a premium registration for a one-time fee. Registration allows users to download higher-resolution cover scans, to vote on all changes to the DVD database, and to use the newest beta versions of the software. Since December 2010 there's also an app for iPhone and iPad available which works as a standalone product or in combination with the Desktop version."
d3f:Database,ProBiS,dbpedia,"ProBiS is a computer software which allows prediction of binding sites and their corresponding ligands for a given protein structure. Initially ProBiS was developed as a ProBiS algorithm by Janez Konc and Dušanka Janežič in 2010 and is now available as ProBiS server, ProBiS CHARMMing server, ProBiS algorithm and ProBiS plugin. The name ProBiS originates from the purpose of the software itself, that is to predict for a given Protein structure Binding Sites and their corresponding ligands."
d3f:Database,ComicBase,dbpedia,"ComicBase is a computer program for tracking comic book collections. It was created in 1992 by as an Apple Macintosh program. A Windows version was introduced in 1996. As of February 2015, it is on its nineteenth version (dubbed ComicBase 2017) and is available for computers running Microsoft Windows Windows 7, and later. Its database includes pricing and notes on over 800,000 individual comic book issues, and allows users to sell their comics online at a website marketplace called Atomic Avenue. ComicBase was the first software available on Blu-ray."
d3f:Database,Apache Ignite,dbpedia,"Apache Ignite is a distributed database management system for high-performance computing. Apache Ignite's database utilizes RAM as the default storage and processing tier, thus, belonging to the class of in-memory computing platforms. The disk tier is optional but, once enabled, will hold the full data set whereas the memory tier will cache full or partial data set depending on its capacity."
d3f:DisplayServer,Xvfb,dbpedia,"Xvfb or X virtual framebuffer is a display server implementing the X11 display server protocol. In contrast to other display servers, Xvfb performs all graphical operations in virtual memory without showing any screen output. From the point of view of the client, it acts exactly like any other X display server, serving requests and sending events and errors as appropriate. However, no output is shown. This virtual server does not require the computer it is running on to have any kind of graphics adapter, a screen or any input device. Only a network layer is necessary."
d3f:DisplayServer,Mir (software),dbpedia,"Mir is a computer display server and, recently, a Wayland compositor for the Linux operating system that is under development by Canonical Ltd. It was planned to replace the currently used X Window System for Ubuntu; however, the plan changed and Mutter was adopted as part of GNOME Shell. Mir was announced by Canonical on 4 March 2013 as part of the development of Unity 8, intended as the next generation for the Unity user interface. Four years later Unity 8 was dropped although Mir's development continued for Internet of Things (IoT) applications."
d3f:DisplayServer,Xgl,dbpedia,"Xgl is an obsolete display server implementation supporting the X Window System protocol designed to take advantage of modern graphics cards via their OpenGL drivers, layered on top of OpenGL. It supports hardware acceleration of all X, OpenGL and XVideo applications and graphical effects by a compositing window manager such as Compiz or Beryl. The project was started by David Reveman of Novell and first released on January 2, 2006. It was removed from the X.org server in favor of AIGLX on June 12, 2008."
d3f:DisplayServer,XQuartz,dbpedia,"XQuartz is an open-source version of the X.Org X server, a component of the X Window System (X11, or shortened to simply X, and sometimes informally X-Windows) that runs on macOS. It formally replaced Apple's internal X11 app. The name ""XQuartz"" derives from Quartz, part of the macOS Core Graphics framework, to which XQuartz connects these applications. XQuartz allows cross-platform applications using X11 for the GUI to run on macOS, many of which are not specifically designed for macOS. This includes numerous scientific and academic software projects."
d3f:DisplayServer,XDarwin,dbpedia,"XDarwin is an obsolete X Window System (X11) display server for the Darwin operating system and early versions of Mac OS X. XDarwin allows one to use programs written for X11 on those operating systems. XDarwin was ported by the XonX project, an offshoot project created by XFree86 developers. It is integrated in the upstream source code of the XFree86 and Xorg servers, where it is maintained."
d3f:DisplayServer,X-Win32,dbpedia,"In computing, X-Win32 is a proprietary implementation of the X Window System for Microsoft Windows, produced by . It is based on . X- Win32 allows remote display of UNIX windows on Windows machines in a normal window alongside the other Windows applications"
d3f:DisplayServer,Xming,dbpedia,"Xming is an X11 display server for Microsoft Windows operating systems, including Windows XP and later."
d3f:DisplayServer,Xephyr  X.Org Server  1,dbpedia,"Xephyr X.Org Server 1 (DisplayServer) is a kdrive server that allows users to run multiple X sessions on the same physical display. It supports modern extensions like composite, damage, and randr. Users can create separate windows that act as independent displays with their own resolution, color depth, and input devices. Xephyr is a tool that can be used to run different applications or games on each window and arrange them on the screen as desired. Xorg is the legacy display server that has been widely adopted and is a prerequisite for most GUI applications. Wayland is a newer display server intended to replace Xorg, but the transition to Wayland has not been fully implemented in the Linux world yet."
